Company,reviews,location,StarRating,Title,Date,UUID,Summary,Sentiment,Sentiment_Score
Three,11,GB,1,Have an unlimited broadband sim only…,29-Sep-23,92b42fd8-215e-4cb1-86a4-c754214f69ea,"Have an unlimited broadband sim only card.Pay £15 a month for it to use I my motorhome when I'm away.Called and asked if I could use it in italy and France.Was told yes for an extra £2 a day.Not an issue. My Internet stopped working, over 2 hours on the phone talking to village clowns who read the standard quotes from a book and was told that I only have 25 gig of data and its not unlimited while I'm away.However they can give me more for and extra £7 a day.There is no work involved, no costs involved and no forms etc to fill in.So how can they rob me of extra money when nothing was mentioned when I called before I went away. Disgusting service and lied to yet again by a big data company # Have an unlimited broadband sim only…",Negative,-0.05
Three,1,GB,1,Customers service is an absolute…,29-Sep-23,c440a222-28ed-4305-9375-30ca40e33ce7,"Customers service is an absolute shambles. I have 4 phone numbers under my name which was accessed using one email address. Changes to their system means I now have to have a seperate email address and log in for each number. Unfortunatly, when you go to create a new log in with a different email it won't let you, the common email I used when setting up the contracts blocks the possibilty of a new email being added. # Customers service is an absolute…",Positive,0.062121212
Three,7,GB,1,worst mobile telephony provider ever,29-Sep-23,e8629cff-4ab6-4513-8b1f-43ce586525aa,"worst mobile telephony provider ever, a complete disaster ... and they don't even let you leave! # worst mobile telephony provider ever",Negative,-0.633333333
Three,16,GB,1,SCAMMERS & THIEVES,28-Sep-23,c5c924e3-629b-41d6-b88d-139a4f37fae0,I ordered a replacement SIM because I have lost access to my phone. I don't even have a replacement phone but these complete thieves have started a new 24month contact just for sending me a replacement SIM.AVOID THREE LIKE THE PLAGUE # SCAMMERS & THIEVES,Positive,0.118181818
Three,1,GB,1,Absolutely appalling customer service,29-Sep-23,465c5722-7e80-4546-9dc9-8645c9db5048,"Absolutely appalling customer service. Their staff speak at 300 miles an hour, they do not listen and do very little to assist. Having been with Three for many years, I have decided to leave as cannot bear the thought of having to deal with them for any issues. # Absolutely appalling customer service",Negative,-0.1109375
Three,1,GB,1,Internet never works,29-Sep-23,24773538-d21e-4b2b-ab35-01cbaab0eb27,"Internet never works, they ask exorbitant prices and they lie. Customer service is rude and unhelpful # Internet never works",Negative,-0.3
Three,3,GB,1,the website doesn't work,29-Sep-23,c434ba96-19c0-450a-9476-dc8e13997870,"the website doesn't work, on hold for way too long. Trying to upgrade, infuriating # the website doesn't work",Negative,-0.325
Three,207,GB,1,Had to re-register my account (why???)…,29-Sep-23,fc6c4fbd-e038-4e5c-b8c7-dbee1c47971b,"Had to re-register my account (why???) - trying to do something which should be simple as changing the date of my direct debit - but there is no obvious way to do it and they have no instructions - THREE ARE RUBBISH!!Update: Their response is a joke. I phoned my insurance company, 3 minute conversation and I was told that it would be changing straight away - three's rubbish of ""we're in the middle of a bill cycle is ridiculous! Like their terrible website! # Had to re-register my account (why???)…",Negative,-0.147619048
Three,2,GB,1,My contract with three ended,29-Sep-23,ae577b3e-c707-43ea-a85b-9f10a8b609ff,"My contract with three ended, the full 24 months, I got in touch with them to cancel as changed providers (signal isn't good in most places). Three customer service said there is a 30 day cancellation notice period even though my contract has ended? Meaning they will still take money for another 30 days. Definitely do not go with three. # My contract with three ended",Positive,0.3875
Three,1,GB,1,Contract phone not delivered,25-Sep-23,3027603b-4f35-498d-a195-7f99e639f87b,Ordered a contract phone online 4 days ago to this date the tracking number keeps saying invalid they keep saying it’s underway. Nothing makes sense at this point it seems like a scam at this point. Heartbroken and disappointed is an understatement. At some point I think of reporting this as a scam # Contract phone not delivered,Negative,-0.75
Three,1,GB,1,I don't know what's going on,29-Sep-23,05d9df43-0273-4694-8ef8-c7f8df30dad2,"I don't know what's going on, the internet hasn't been working for about a week, it's very slowyou can't open any application simply even in whatsapp for a message it doesn't send it lateit's a useless company, without a solution, you pay 35 pounds for the package and in the end you get 0 service.the solution remains to change the company # I don't know what's going on",Negative,-0.075
Three,14,GB,1,We have 3 mobile phones on 3 mobile and…,28-Sep-23,0d4739bd-7271-4ca6-a849-fb4bd716042b,"We have 3 mobile phones on 3 mobile and it is completely unusable.We caught Three shop staff lying by asking them to turn off wifi and do a speed test.No surprises they had no Internet either.Been with three since start, time to leave as £38 for nothing is waste of money # We have 3 mobile phones on 3 mobile and…",Negative,-0.05
Three,1,GB,1,Worst phone provider I have even been…,28-Sep-23,c80b6b40-0ba1-4920-b4e0-0ec329af967a,Worst phone provider I have even been with in my life - hardly get service anywhere you go!! # Worst phone provider I have even been…,Negative,-0.763888889
Three,67,GB,1,Pushy sales who refuse to cancel…,28-Sep-23,0a95f78a-af2a-4b61-80dc-b4742b76ff1c,Pushy sales who refuse to cancel contracts when out of contract. Just a  nightmare to deal with. There's plenty of alternative companies really suggest looking into one that has clearer and better customer service. # Pushy sales who refuse to cancel…,Positive,0.35
Three,3,GB,1,The worst mobile company ever,28-Sep-23,a2923168-8e1d-4124-9704-59c9470394fa,The worst mobile company ever Customer service is rubbish don’t resolve any issues and they hardly speak clearly # The worst mobile company ever,Negative,-0.547916667
Three,8,GB,1,Three are a nightmare!,28-Sep-23,9253b185-08cf-445b-83c0-b64eb79fe8cd,"Three are a nightmare. They make it virtually impossible  to cancel a contract. The only way to do this is by telephone and 'cancellations' either never answer or they cut you off before you can complete the cancellation. And then they send PastDue.co.uk to extort the money from you. I paid off the outstanding balance on the basis that the contracts were cancelled only to be told there were not.  When i final got through to cancellations via calling sales, they eventually cut me off. I think I may have finally cancelled the contracts after many hours on the phone. From looking at the aggregate score on TrustPilot, Three seem to be determined to destroy their business with 61% of 25,000 ging them the lowest rating of 1 star. Unbelievable! # Three are a nightmare!",Negative,-0.001666667
Three,48,GB,1,poor service and now locked in to a new…,28-Sep-23,213506fd-551a-43bc-bd09-434008c2b267,poor service and now locked in to a new contract makes many credit checks to tar on file already have contracts with three # poor service and now locked in to a new…,Negative,-0.005454545
Three,1,GB,1,Highly unreliable 5G broadband,28-Sep-23,591c5849-3317-410c-84d0-c04562d10afb,"Highly unreliable 5G broadband, an absolute waste of money. Now I am forced to get a fixed broadband connection to get my work done without raging about my Internet connection. # Highly unreliable 5G broadband",Positive,0.02
Three,9,GB,1,They don't deserve not even half a…,28-Sep-23,d29feb00-14ed-4868-823a-900d133f85eb,They don't deserve not even half a star. Don't allow me to set up a direct debit so they will charge me more. # They don't deserve not even half a…,Positive,0.066666667
Three,1,GB,1,Cancellation …,28-Sep-23,af714270-4c52-4f07-89c9-e74b6e2fba0c,"Cancel my contract with them in may 2023 to find out they didn't Cancel the contract ( I have all the evidence of the cancellation) when I get throught to them after a bailiff letter there was no help and just wanted to charge me more and to cancel again, I have passed it on to the ombudsman, they have no customer service, its just shockingSalman have tried on the chat for 2 hours going round in circles, no help at all # Cancellation …",Positive,0.15
Three,11,GB,1,The bill was paid twice and they don't…,22-Sep-23,09308254-6ed4-4dbb-b2fa-bc734d8b3b01,The bill was paid twice and they don't want to return the money # The bill was paid twice and they don't…,Neutral,0
Three,10,GB,3,too little signal,28-Sep-23,b0dc9a29-ab63-49e5-86f5-a6c6592ddb07,"too little signal, wifi pauses 7-9 times  a day or stops, need be same room as router for good signal. poor connection, did all three technical tests over phone 3 times over 2022- aug 2023. no luck. wont get me better mobile broadband device- 5g please, kind staff over phones- offering good sim only mobile deals. # too little signal",Positive,0.1725
Three,3,GB,1,Really bad!,27-Sep-23,91c17ff3-ed72-493a-9eae-c2ea87594221,"Had the contract for about 6 months so far. The mast in my area has been undergoing maintenance for the majority of that time. Completion dates and Timeframes  just keep getting moved with no end date in sight. I have had zero signal, completely dependant on my WiFi. Three's online help chat can see the issue and agree that there is a problem with the reassurance that the network will improve eventually but are still happy to charge me each month. They offered me a £6 deduction on my contract each month going forward and explained this was the absolute maximum they could offer. Tried to contact someone higher but to no avail. Please think twice about joining Three, worst mistake I made. # Really bad!",Negative,-0.035714286
Three,4,GB,1,The dreaded 3 Live Chat....,27-Sep-23,6ac89aaa-134c-476d-9add-7521052e77e6,"I have been a customer of 3 for over 10 years.Only using the mobile dongle and the last couple of years, using the 3 hub.I have barely used the dongle for the past 18 months, so decided to finally cancel the contract as it is due to end in January 2024.So I contacted 'Live Chat'.After 37 minutes of extremely slow messages, I was told if I wait until 30th November there will be no cancellation charge - which I appreciate. But why couldn't the operator say this in the first 5 minutes of looking at my account?I'm dreading going through all this again in 2 months time...... # The dreaded 3 Live Chat....",Negative,-0.011363636
Three,3,GB,1,Encouraged to get a bill pay dongle and…,27-Sep-23,5b016f6d-86b7-4572-a4b4-0e387aa0606a,Encouraged to get a bill pay dongle and cancel it the next day to save money. Now I apparently have 5 months of missed payments on a plan that the shop have said was cancelled at the time as was agreed. One chat with customer service quickly said the problem was magically resolved. Still on my credit file. On another chat and all they can say is I owe money on the account # Encouraged to get a bill pay dongle and…,Positive,0.220833333
Three,11,GB,1,Customer Service does not hesitate to lie,27-Sep-23,7ed7b58f-5275-4e8f-9b1e-db77fceb8d60,"Contacted to cancel contract in May - convinced to stay with offer of better price. Continued to charge old price. Contacted again in June to do same - apparent technical error they promised to correct.  Continued to charge old price. Contacted again in Sept - same story all over again. Im summary, few hours a time wasted listening to textbook lies from customer service. Finally managed to get PAC to switch to better provider. # Customer Service does not hesitate to lie",Positive,0.077272727
Three,9,GB,4,Over-billing Issue,07-Sep-23,8589d624-bd00-44fd-abff-f0f2dbe8de32,"Update:OK!! so it was a painful few weeks and I lost all my patience. However, found an amazing customer service chap on the Live Chat who went above and beyond and found the root cause of the problem and resolved it in less than 10 minutes.I guess, customer service comes down to good employees. Thanks to Kaustubh, this is now upgraded from 1 star to 4 stars! # Over-billing Issue",Positive,0.046015713
Three,15,GB,1,I applied for a upgrade Monday from SIM…,25-Sep-23,331f030a-c3b3-4a30-9085-f4f443449b75,"I applied for a upgrade Monday from SIM only contract to a S23 handset, I was told I'd receive the phone Tuesday by next day delivery, Tuesday came and no phone , I contacted three and they said it would arrive Wednesday, Wednesday I received a text from three apologising from three and my phone won't be delivered until Friday, I have since cancelled the order as I need the phone asap. # I applied for a upgrade Monday from SIM…",Neutral,0
Three,6,GB,1,Ordered an item from Three accessories,20-Sep-23,3ac93ecb-59d5-47be-a8d7-4cb2059e7616,"Ordered an item from Three accessories, received order confirmation but nothing else. Emailed customer service 3 times no response so ended up ringing customer service very rude unhelpful man, he told me he couldn’t find my order but should just wait. Not happy will be trying to get a refund and I will never use Three ever again as their customer service is nonexistent. AVOID!!! Well I took the advice that was given and did the web still can’t find my order and gave me another email and phone number. So I emailed the address I was given and I got an error message back invalid address so yes my experience with Three just gets worse and worse. Never again please save yourself the bother and do not use this company. # Ordered an item from Three accessories",Negative,-0.318
Three,2,GB,1,Sent another bill even after we…,27-Sep-23,daf9f668-a6c8-479a-a46a-92f3a8c7e4d2,"Sent another bill even after we cancelled at the beginning of August. And our credit score will be affected, we now have to go 3shop to get  some code to then phone 3 again to cancel # Sent another bill even after we…",Neutral,0
Three,21,GB,1,Roaming Rip Off,27-Sep-23,f923b576-6490-4e30-a61f-60b21d6d7a5b,I'm travelling in Europe so signed up for Go Roam Europe for 14 days. On their website it looks as though you can use as if you were in the UK however this is not so. You only get 12GB of data in the month at a cost of around £40 (2 x 14 days at £20). Or you can buy the unlimited data pass for 24 hours for £5 only it is not 24 hours as this expires at midnight. So it is virtually impossible to be covered abroad with Three. I don't know which idiot designed these plans but they do not know how their users use their mobiles and data. For such a big company this is shockingly bad and over complicated.Typical reply from a large corporate. End result is we cannot use Three. We are hot spotting from an O2 phone when out. Then using WiFi in the Villa. If we didn't have the villa we would be stuffed if only using Three. # Roaming Rip Off,Negative,-0.154761905
Three,1,GB,1,Poor show Three!,27-Sep-23,082159e1-9370-47a9-a248-e3b1b1218964,"I’ve been with three for years and used to rave about the customer service, coverage and price. I’ve just phoned to check when my contacts end and the dates don’t match up to what I remember agreeing to. I phoned up in April to renew my sim only contract fora year and apparently it’s 2 years. Poor coverage lately on both mine and my daughter’s phones. Terrible customer service. I’ll wait out our contracts to avoid the early termination fees then I’ll look for a new provider. Poor show three, used to be a great service. # Poor show Three!",Negative,-0.201136364
Three,2,GB,1,Very bad phone signal and the mobile…,27-Sep-23,aecd9eaa-2725-4afe-944d-14ef6459528f,"Very bad phone signal and the mobile data is just as bad , searching is fine but videos and streaming etc is very slow. Paying full price every month and not getting use of the service like I should , useless customer service as well # Very bad phone signal and the mobile…",Negative,-0.377619048
Three,18,GB,1,the have never delivered the router and…,27-Sep-23,755b4531-13f5-4bc5-95ee-d4f863acc2a1,the have never delivered the router and want to charge me for a service they have never provided # the have never delivered the router and…,Neutral,0
Three,5,GB,1,Callous,27-Sep-23,7831a6ff-64f4-4009-9b56-a3f93a3e9225,The company does not help customers who are victims of fraud. Do not use them. # Callous,Neutral,0
Three,1,GB,1,Stay Clear!!!,27-Sep-23,9f5b3f49-8774-4531-a7e1-bd59e4bca3f2,"I have been with this company for 3 years for my broadband. I signed up as they advertised a service they said they could provide. 3 years down the line I am having the same issues I had when I first joined. I have raised this multiple times and it’s only now they have told me they can’t do anything about it. So I have been paying for something which was falsely advertised for the past 3 years. Also, the advisors on the phone just lie blatantly to your face. They went from offering me a £7 credit to £30. Then on another phonecall 2 days later from £70 to £130 in the matter of 10 seconds. I would genuinely stay clear of this company and I will be taking this matter further. # Stay Clear!!!",Negative,-0.035042735
Three,1,GB,1,I’m only giving this 1 star because I…,27-Sep-23,7fc6adc1-da71-4559-ac03-34851c2dd580,"I’m only giving this 1 star because I can’t give 0! I’ve been changed for loads of things via apple via 3. Despite never consenting to this, three have said there’s nothing they can do to help me stop it. I can’t wait to get out of my contract. They’re expensive and the agents had to audacity to say that I would be “pleased to hear” I can use the three app. That is the bare minimum. I should not be charged in a way that I did not consent to! # I’m only giving this 1 star because I…",Positive,0.01
Three,1,GB,1,Worst company you can deal with,10-Sep-23,30087fc7-cc3e-4327-a467-8bad6d84cf9a,Worst company you can deal with Very unprofessional Service is terrible and costumer service is terrible to # Worst company you can deal with,Negative,-0.76
Three,3,GB,1,dont use three!!!!!!!!!!!!!!!!!!!,22-Sep-23,066c9411-066b-4da0-bcd2-07458411a014,three has a terrible disgusting team of service.they suspended my number without any prior notice just because of the sin that i have sent about 15 messages to friends so they blocked it for security reasons............... now i called them so they gave me a 24 hours it should open... ok no problem..... since then its been 5 times 24 hours.... no call out no call in no text NOTHING!!!!! and the amount ot times i called them and they promised again and again 24 hours...... so pls for your own sake DONT USE THREE!!! Would my father be a lawyer i would have sued them!!!!!!!! its just a very small way to get the frustration out of me # dont use three!!!!!!!!!!!!!!!!!!!,Negative,-0.175
Three,2,GB,1,Zero responsibility towards customers,27-Sep-23,4739dde0-409a-4ff1-b088-70648d53f383,"It would be nice if Three UK would tell customers that there are going to be network issues BEFORE there are network issues, rather than wait for us to find out ten minutes before important meetings. There's a reason most people have WiFi at home these days, and its not just to go on youtube. By now there's some dependency on WiFi. You get to know before there are power outages, water issues.. apparently Three owes us nothing, they are just happy to collect their monthly payments. In the seven days that I've had a subscription for Three, there have been ""network issues"" for three. Do I really owe you a monthly payment? # Zero responsibility towards customers",Positive,0.364285714
Three,3,GB,1,Can't describe the issues I have had in…,27-Sep-23,7e74764c-f7ea-4c7d-882b-6186fda128f5,"Can't describe the issues I have had in the last so many months, 5g or 4g and still unable to use my phone, worst network around no wonder they are so cheap. # Can't describe the issues I have had in…",Negative,-0.12
Three,2,GB,1,The Worst Service!,30-Aug-23,1701fdcc-170e-48f4-a7ee-5849d8432895,"I've had a truly terrible experience with Three! I've been using the 5G Home Broadband for a couple of months when suddenly it stopped working. I called the customer service which is the worst customer service I've ever encountered in my life. They were trying to charge me for their mistake, and only after I've insisted they agreed to cancel my contract without charges. Even with that, I had to call them more than 6 times and wait for every call at least 40' to tell me the same thing over and over again: that they are working on the cancellation, but they weren't. In a nutshell, Three has been extremely awful and their customer service is a disgrace... # The Worst Service!",Negative,-0.422222222
Three,3,GB,1,Do not risk Three – from an 8+ year customer,27-Sep-23,05d9b4bb-437f-4bd4-a11c-349051daa4de,"Unbelievably useless. I've been with Three for ages and I have no idea why. There's no advantage. Took out a new Sim-only contract recently after a more pricey handset-included contract ran out. Took absolutely ages of bartering with several people to get a competitive price on the new one, and was originally offered one more expensive than EE, a much more reliable and reputable network. OK cool, so I finally got a decent price.This month – 2 months after I signed the contract – and they've been charging me the amount of my previous contract including an iPhone. I call them, and of course it's taken ages to get through to anyone as it does with any network (unless you press for upgrades, when you get through to someone immediately). They try to tell me it's all above board (no, it isn't), before changing the story and getting into how it's a billings error with no apology for the fact I've been charged 26 quid extra for the month? This is followed by endless blame passing between teams set to the music you hear in Superdrug. So many contradicting excuses/reasons for why I've been charged what on certain dates. After an excruciatingly long call, they have the cheek to end all of this with trying to upsell me onto a new handset contract! In the end, I just gave up because of how complicated they made everything (how my ""account was credited for X month, but then that rolled onto the next month, so the credit for this month will cover next month""... after an hour it's unbearable). Their call team based in India (in Mumbai and Pune, I believe?) are always friendly and reasonable (if desperate to upsell), and I don't consider the blame-passing/time-taking their fault. It's a UK company making shedloads of money, and the annoyances for the customer that come from exploiting the cheap labour of another nation are the responsibility of Three's senior leadership team. Everything is so, so long! Have been with them 8+ years, and I have no idea why! # Do not risk Three – from an 8+ year customer",Positive,0.099480519
Three,12,GB,2,Would not recommend,27-Sep-23,a622ea38-021f-491e-8b65-d2ab3c3d5afd,"After leaving Three in April I was asked for a payment in September(!), after previously saying my account was clear. Not impressed. Would not recommend or return to Three. # Would not recommend",Negative,-0.188888889
Three,3,GB,1,If I could write zero I would never…,10-Jul-23,5d53edf5-9242-4050-aa7c-5786b6cc18bb,If I could write zero I would never recieved a SIM card off them. Yet they are sending debt collectors ? Someone help me out here # If I could write zero I would never…,Neutral,0
Three,1,GB,1,Three needs to improve his website…,27-Sep-23,c68277f7-b3cc-4d0e-aa3a-0ff073b046cf,Three needs to improve his website account and app. Everything is confusing and we just go in loops looking for something. # Three needs to improve his website…,Negative,-0.3
Three,2,GB,1,I have just been denied a loan for…,26-Sep-23,ca32b820-bdad-4ad3-bd23-20f882cd161f,"I have just been denied a loan for mobile phone due to my (bad) credit score, I was shocked as never been late with payment in my life.After an hour of research, I have found out that I got “missed payment” with three, but this was due their technical error - they sent one payment back and forth few months ago.I did get £10 voucher as an apology but three should have known that this will have major impact on my credit score which is ruined and I cannot get loan for at least 6 months!I am with three for about 7 years and this is unacceptable. # I have just been denied a loan for…",Negative,-0.23875
Three,3,GB,1,Discusting customer service,19-Sep-23,ecd63a0b-03d0-40b0-aad3-9cf9be00742e,"My wife called to cancel her contract and at the end of the call it cut off. She believed she'd cancelled and took out a phone with a new provider. We noticed 3 months later that they will still taking the money. We called in and they said the contract hadn't been cancelled and we'd have to give notice and pay another £50 odd more to cancel it. They could see she'd called in to cancel it and that she also hadn't used the phone since it was cancelled and yet they refuse to refund us or waive the cancellation fees. I've been with 3 myself for over 5 years until recently but after this shocking treatment neither myself or my wife will ever use them again. to top it off the guy we spoke to on the phone was extremely rude and condescending. terrible company, terrible customer service. # Discusting customer service",Negative,-0.233030303
Three,4,GB,1,They suggested I use the SPB insurance…,22-Sep-23,cd0bdff1-a1dd-41df-847a-df531f949a81,"They suggested I use the SPB insurance provider, my phone was stolen when on holiday and after making one mistake on my initial claim form they refused to assist me. Now I am stuck on a two-year contract without a phone! The one suggestion 3 had was for me to pay for another phone contract and have two phone contracts at the same time. Utter shambles, don't use 3 or SPB insurance. # They suggested I use the SPB insurance…",Neutral,0
Three,15,GB,1,Shame There's No Option for Zero Stars,26-Sep-23,7846d631-0bc5-4621-90ac-b463c9e9d464,"Customer Service is non-existent - long waits in queues only to find out that the numbers they provide on their website aren't always correct and you need to go through to another long queue (they tell you the waiting time, but this often goes UP).  Or you can avoid that by chatting online to their unbelievably slow operators (probably overworked dealing with too many customers at the same time as 3 is not willing to invest in customer support) who take ages to answer you but cut you off if you don't answer them within a couple of minutes.So, it's been impossible to get through to them.  I have no idea how I can speak to someone who can actually help, without clearing a whole day to do it, which I'm not willing or able to do.  And the whole experience is really stressful.  So I've spend the whole afternoon trying to sort out an issue that they created, but continuing to charge me after I switched away from them.  I spoke to them about it before and they acknowledged their mistake and told me there was nothing for me to worry about and no more bills would arrive.  But they keep coming.  They are worse than awful!!I've just seen 3's recent responses to other people who have had very similar experiences.  They seem to think that the solution to an unusable chat system is to ask people who complain about it to join a chat to talk about it some more.  This is a perfect example of what makes 3 so bad.UPDATE - As expected, they sent the same template response to me that they use for others.  I did decide to give it a go and see if their dedicated speedy resolution service could work.  Unfortunately, it was a much worse experience - after 20 minutes the advisor disappeared due to a ""technical difficulty"" and another came, who took ages to ""review the whole case"" but clearly hadn't as she didn't know the most basic details of it.  She repeatedly ignored my questions, repeatedly asked for information that I'd given several times, and after more than an hour, told me I should phone the phone number that I'd started with to try and sort out this problem weeks ago.  It had come full circle.  I previously said that zero stars would be appropriate, but now I think that would be unthinkably generous.  This problem is unresolved, and I have no way of trying to resolve it without throwing masses of time and patience (and I don't have either) at it for most probably no results whatsoever.  I'm really worried how this will escalate.  Either I'll have to pay them the money that they're not entitled to but keep demanding, or fight this injustice and have it take up a huge part of my life.  I guess this is how companies like this become so big and successful - by bullying and hammering people with fewer resources than themselves. # Shame There's No Option for Zero Stars",Positive,0.076515152
Three,6,GB,1,Always over charging & lie,22-Sep-23,4ac7f0b7-c832-4df8-9d48-45c82d06ab4f,"Started a pay-as-your-go plan and they have been overcharging me ever since, doubling the amount I should be paying. They have been lying and telling me I will be refunded. Yet no refunds and they carry on with the overpayments.    Joke # Always over charging & lie",Neutral,0
Three,2,GB,1,Terrible speeds & customer service,24-Sep-23,efc23522-b000-44c6-abb2-83df48a00cae,"Do not take a 5G Home Broadband contract with them. 12 months ago I took out a 24 month contract, got 150mb speeds, now I get 10mb. This has been going on for many months now. I contacted them and I get accused for steaming movies from illegal websites. I watch videos from Netflix & Amazon Prime.After running speed tests and spending 2 hours with them on live chat, they then agree the speeds are the same as reported 10mb. The solution was they would need to upgrade mast but give me no timeline how long this would be; so I would be wasting money every month on a connection I couldn't use. I requested cancellation due to having no timeline is unacceptable. Got told due to technical difficulties, I would not be charged any fees so longs I returned the router within 5 days with label provided (within email that would be sent within 24 hours). I contacted yesterday and was told I was still being processed and I would have to wait. 48 hours after I contacted them, got told the request was not put through and would have to now wait 4 days for a delivery bag. Now putting me outside the 5 day window. I feel scammed and wasting my time. Please do not use them.29/9/23 UPDATE:Still waiting for the bag to return the router. 5 days and still recieved nothing. Spoken to another advisor and now the case is being raised again and have to wait another 5 days... # Terrible speeds & customer service",Negative,-0.116363636
Three,8,GB,1,No Three 5G internet all afternoon,26-Sep-23,a7018459-dfe7-41d8-b556-9de663046680,"No Three 5G internet all afternoon.  Their service checker says no issues, but that's with the mobile service, not internet.  Try & report it to Three & their internet menus simply take you in a loop and I get nowhere.  Other potential users/buyers beware. DE24, in case anybody from Three sees this and has even a modicum of customer service about them, in which case do something about it rather than ask me to contact you via social media. # No Three 5G internet all afternoon",Negative,-0.022916667
Three,9,GB,1,DID NOT BLACKLIST A STOLEN IPHONE.,24-Sep-23,b5bd45e3-bfe3-4184-bc64-be6612cac405,"My Iphone was stolen Sunday morning at 4am. I called Three to blacklist my phone, explaining that my phone is long gone, and the robbers have access to it (the screen was unlocked) so this phone NEEDS to be blacklisted ASAP, reiterating the urgency. They advised me 72 hours. I called back today, 72 hours later (Tuesday 26th) and they advised me the phone has not been blacklisted....this is where it gets embarrassing.......They advised me they did not blacklist the phone because they noticed a new number/sim was being used on the stolen iphone, so this is why they did not go throihg with the blacklist!?!?!? Yeah, no Fuc*** Sh** ?? IT WAS LITERALLY STOLEN. The reason they can use their own sim card is because YOU HAVE NOT BLACKLISTED IT. The worst part? They were not even going to tell me. I had to call them today. This morning the people who stole my phone changed my apple ID password and have now cause me even more distress, all because Three cannot follow basic instructions. I called them today and all I get is ""It could take another 72 hours we are sorry""The worst company t I have EVER dealt with. AVOID. # DID NOT BLACKLIST A STOLEN IPHONE.",Negative,-0.09040404
Three,1,GB,3,Just remember..as soon as you sign a…,26-Sep-23,19efa860-2dfd-4578-9091-60b97ab26eed,"Just remember..as soon as you sign a new contract...they slow down your Internet...It's the second time now, so I definitely gonna find another provider after my contract ends...bad move three...now I can see!! # Just remember..as soon as you sign a…",Negative,-0.063838384
Three,2,IN,1,"STAY AWAY FROM THIS INCOMPETENT COMPANY, AVOID THEM AT ALL COSTS",26-Sep-23,13f5dad2-ecd1-4a6d-aa5c-68b260f70104,"I have to cancel my contract mid-way with them since they provide really bad service at my new postcode.I was assured no charge cancellation (free of cost) by their customer service agents.They are supposed to send me a label to return their broadband within 5 days otherwise I will be charged for the remainder of my contract and its been a month and I have not yet received the label and I was baffled when I got a text a few days ago stating I will be charged the remainder of my contract fee in the next billing period in October, even though it is their incompetence and clearly their fault that they have been unable to send a simple email with the label.Now, I fear they will charge me next month and then it will be another nightmare to get a refund from them.This is pure harassment and waste of my time and has caused me great inconvenience since I have to repeat myself everytime I call them.Even their customer service agents are unequipped and dont know what they are talking about and literally lie on the call, since everytime I am assured that I will receive the label in 24 to 48 hours, but guess what, I still havent received it after a month.I will update here if I am charged any money and that will be a prime example for everyone that they are still unable to deal with the complaint even after they message here to our stating how concerned they are and want to resolve the complaint even though they just do that for face saving.In essence, just stay away from this company. # STAY AWAY FROM THIS INCOMPETENT COMPANY, AVOID THEM AT ALL COSTS",Negative,-0.087459416
Three,7,GB,1,Scammers avoid avoid avoid,05-Jul-23,35a57e2b-5f47-4fb6-94b4-3cacb78f6ff2,"They make it impossible for you to cancel your broadband because they expect you to know your mobile number for it. The link online that is meant to help you find it is confusing and I couldn't make sense of it or find it using my laptop. I couldnt contact them because you need you need to give a mobile number when you ring. You email them and they ignore you. You write a message on their website contact page, and they ignore you because I've requested to cancel my contract. They just want to keep taking your money.When I did eventually speak to someone they told me I had extras to pay after having cancelled with them. I refused to pay it because they said I had extra gb of data to pay for? It's a broadband, you pay monthly set rate. They assumed I had a telephone contract and think and were trying to get the most money put of you.When I refused to pay it, I said I wanted to speak with someone higher. They said they would call me back.I didnt hear from them. Then I heard nothing until I got a letter from a claims Co.pany chasing the cost of 150 pounds to settle debt with them. They are absolute scammers # Scammers avoid avoid avoid",Negative,-0.002777778
Three,38,GB,1,Incapable and untrustworthy.,12-Aug-23,86a01b72-5ff4-4712-bf5e-525b7d072c5f,"Following my Trustpilot of Three 16 days ago I received a phone call from their Customer Support. This was three weeks after I had written to them, getting no reply. Only the bad publicity on Trustpilot sprung them into action. A woman (with a strong Indian accent) spent about 30 minutes trying to help me to re-register. She failed but promised to ring back the next day. To my surprise she did and went through the same process again, with me using two different search engines.After another 30 minutes she gave up and assured me that their Technical Support team would contact me. A full week later and they have not been in touch.This all proves that the replies ""Salman"" comes out with to every post are useless: he constantly advises customers to use the Chat Line. If I can't get anywhere with help on the phone, what use is Chat Line?What the disingenuous Salman should be saying is "" We are absolutely useless and our promises mean nothing"". He should be ashamed to be their  mouthpiece.Before Three messed up and forced everyone to re-register I had no problem with them. Now, I can't wait until my contract is up and move on. # Incapable and untrustworthy.",Negative,-0.086458333
Three,5,GB,1,I purchased mobile broadband but the…,26-Sep-23,751327d9-066b-4b8b-b838-ae634477bffb,I purchased mobile broadband but the speed was slow so I sent it back. It took weeks and I had to contact chat twice to get the dpd label. I sent it back but they are still trying to charge me. I raised a complaint and they say they have closed my account but they are still trying to take money. Complaint ref is (230916101356287) I have been on chat 3 time for an hour each time. Spent a hour on the phone. Raised a complaint. And still they haven't closed my account. So I have raised another complaint and will be contacting the FOS in 5 working days if this is not resolved. I am furious! # I purchased mobile broadband but the…,Negative,-0.18
